Skip to main content Search Search Search Toggle navigation Cornell University Registrar Classes + Enrollment Class Roster Courses of Study Courses of Study Archive Student Essentials Gateway Courses Prorated Tuition Student Center FAQ Classes and Enrollment FAQ University Registration Calendars + Exams Academic Calendar Final Exam Policies Spring Prelim Schedule Spring Final Exam Schedule Fall Prelim Exam Schedule Fall Final Exam Schedule Grades + Transcripts Grading Median Grades Ordering Transcripts Transcript FAQ Transcript Keys Validating an eTranscript Service + Resources Apostille Certifications University Registrar Directory College Advising Directory College Registrar Directory Diploma Information Disability Accommodations FERPA ID Cards Mental Health at Cornell Names and Name Changes Use of Student Data Veteran Education Benefits Building Codes Faculty + Staff Faculty Center/Advisor Center Advisor Center FAQ Opscan Scanning Service Changing CIP Codes Data Requests Program Registration For Registrar Staff Spring Final Exam Schedule NOTE: These dates may include Religious Holidays for some students. NYS Education Law §224-A mandates that faculty make available an opportunity to make up any examination missed because of religious beliefs. In order to facilitate preparation of makeup exams, students intending to be absent in order to observe any of these holidays are requested to notify the instructor by Friday, April 1, 2022. For additional information about Final Exam policies, see the Faculty Handbook. 
Class              date          time     exam location or date due
FGSS 4405 101    5/17/2022      4:30 PM   Final Deliverable due
FGSS 4491 101    5/19/2022      4:30 PM   Final Deliverable due
FGSS 4504 101    5/18/2022     12:00 PM   Final Deliverable due
FGSS 4668 101    5/17/2022      4:30 PM   Final Deliverable due
FGSS 6155 101    5/19/2022      4:30 PM   Final Deliverable due
FGSS 6504 101    5/18/2022     12:00 PM   Final Deliverable due
FGSS 6602 101    5/17/2022      4:30 PM   Final Deliverable due
FGSS 6668 101    5/17/2022      4:30 PM   Final Deliverable due
FGSS 6721 001    5/19/2022      4:30 PM   Final Deliverable due
FGSS 6880 101    5/18/2022     12:00 PM   Final Deliverable due

FINN 2134 101    5/19/2022     12:00 PM   Final Deliverable due

FREN 1108 101    5/18/2022     12:00 PM   Final Deliverable due
FREN 1108 102    5/16/2022     12:00 PM   Final Deliverable due
FREN 1220 001    5/17/2022      9:00 AM   Rockefeller Hall 203
FREN 1220 002    5/17/2022      9:00 AM   Rockefeller Hall 203
FREN 1230 101    5/20/2022      2:00 PM   Uris Hall 262
FREN 1230 102    5/20/2022      2:00 PM   Uris Hall 262
FREN 1230 103    5/20/2022      2:00 PM   Uris Hall 262
FREN 2080 101    5/20/2022      2:00 PM   Uris Hall G26
FREN 2090 101    5/20/2022      2:00 PM   McGraw Hall 165
FREN 2090 102    5/20/2022      2:00 PM   McGraw Hall 165
FREN 2090 103    5/20/2022      2:00 PM   McGraw Hall 165
FREN 2090 104    5/20/2022      2:00 PM   McGraw Hall 165
FREN 2095 101    5/18/2022     12:00 PM   Final Deliverable due
FREN 2095 102    5/18/2022     12:00 PM   Final Deliverable due
FREN 2180 101    5/20/2022      2:00 PM   Uris Hall 301
FREN 3630 101    5/19/2022      4:30 PM   Final Deliverable due
FREN 3921 001    5/17/2022      9:00 AM   Online Exam
FREN 4065 101    5/18/2022     12:00 PM   Final Deliverable due
FREN 4265 101    5/18/2022      4:30 PM   Final Deliverable due
FREN 4820 101    5/18/2022      4:30 PM   Final Deliverable due
FREN 6040 101    5/16/2022     12:00 PM   Final Deliverable due
FREN 6425 101    5/16/2022     12:00 PM   Final Deliverable due

FSAD 1350 001    5/17/2022      2:00 PM   M Van Rensselaer Hall G151
FSAD 1450 501    5/18/2022     12:00 PM   Final Deliverable due
FSAD 2190 001    5/16/2022     12:00 PM   Final Deliverable due
FSAD 3320 401    5/19/2022      4:30 PM   Final Deliverable due
FSAD 4360 001    5/18/2022      9:00 AM   Savage Hall 200
FSAD 4440 001    5/18/2022      4:30 PM   Final Deliverable due
FSAD 6200 001    5/17/2022      2:00 PM   Warren Hall 150

GERST 1109 101   5/16/2022      4:30 PM   Final Deliverable due
GERST 1118 101   5/19/2022      4:30 PM   Final Deliverable due
GERST 1122 101   5/17/2022     12:00 PM   Final Deliverable due
GERST 1170 101   5/18/2022     12:00 PM   Final Deliverable due
GERST 1210 001   5/20/2022      2:00 PM   Rockefeller Hall 115
GERST 1210 002   5/20/2022      2:00 PM   Rockefeller Hall 115
GERST 1220 001   5/20/2022      9:00 AM   Goldwin Smith Hall G64 Kau Aud
GERST 1220 002   5/20/2022      9:00 AM   Goldwin Smith Hall G64 Kau Aud
GERST 1230 101   5/16/2022      9:00 AM   Goldwin Smith Hall 156
GERST 2703 001   5/17/2022      4:30 PM   Final Deliverable due
GERST 3581 101   5/18/2022     12:00 PM   Final Deliverable due
GERST 4210 101   5/19/2022      4:30 PM   Final Deliverable due
GERST 4260 101   5/18/2022     12:00 PM   Final Deliverable due
GERST 6175 101   5/17/2022      4:30 PM   Final Deliverable due
GERST 6320 101   5/16/2022      9:00 AM   Goldwin Smith Hall 142
GERST 6370 101   5/16/2022     12:00 PM   Final Deliverable due
GERST 6515 101   5/16/2022     12:00 PM   Final Deliverable due
GERST 6720 101   5/16/2022     12:00 PM   Final Deliverable due
GERST 6850 101   5/16/2022     12:00 PM   Final Deliverable due

GOVT 1101 101    5/16/2022     12:00 PM   Final Deliverable due
GOVT 1101 102    5/19/2022      4:30 PM   Final Deliverable due
GOVT 1101 103    5/19/2022      4:30 PM   Final Deliverable due
GOVT 1101 104    5/16/2022     12:00 PM   Final Deliverable due
GOVT 1101 105    5/16/2022     12:00 PM   Final Deliverable due
GOVT 1313 001    5/15/2022      7:00 PM   Uris Hall G01
GOVT 1503 001    5/18/2022      9:00 AM   McGraw Hall 165
GOVT 1615 001    5/19/2022      4:30 PM   Final Deliverable due
GOVT 1623 001    5/16/2022      2:00 PM   McGraw Hall 165
GOVT 2152 001    5/16/2022     12:00 PM   Final Deliverable due
GOVT 2605 001    5/19/2022      7:00 PM   Goldwin Smith Hall G64 Kau Aud
GOVT 2747 001    5/19/2022      4:30 PM   Final Deliverable due
GOVT 2755 101    5/18/2022     12:00 PM   Final Deliverable due
GOVT 3072 001    5/18/2022     12:00 PM   Final Deliverable due
GOVT 3087 001    5/18/2022      4:30 PM   Final Deliverable due
GOVT 3122 001    5/16/2022     12:00 PM   Final Deliverable due
GOVT 3174 101    5/18/2022     12:00 PM   Final Deliverable due
GOVT 3261 001    5/16/2022      9:00 AM   White Hall 110
GOVT 3273 001    5/16/2022     12:00 PM   Final Deliverable due
GOVT 3686 001    5/16/2022     12:00 PM   Final Deliverable due
GOVT 3726 001    5/15/2022      2:00 PM   Goldwin Smith Hall G64 Kau Aud
GOVT 4000 101    5/18/2022      4:30 PM   Final Deliverable due
GOVT 4000 102    5/18/2022     12:00 PM   Final Deliverable due
GOVT 4015 101    5/19/2022      4:30 PM   Final Deliverable due
GOVT 4279 101    5/18/2022     12:00 PM   Final Deliverable due
GOVT 4494 101    5/18/2022     12:00 PM   Final Deliverable due
GOVT 6029 101    5/18/2022     12:00 PM   Final Deliverable due
GOVT 6053 101    5/19/2022      4:30 PM   Final Deliverable due
GOVT 6202 101    5/16/2022     12:00 PM   Final Deliverable due
GOVT 6223 101    5/18/2022      4:30 PM   Final Deliverable due
GOVT 6241 101    5/18/2022      4:30 PM   Final Deliverable due
GOVT 6604 101    5/18/2022     12:00 PM   Final Deliverable due
GOVT 6750 101    5/16/2022     12:00 PM   Final Deliverable due

GREEK 1102 101   5/18/2022      9:00 AM   Goldwin Smith Hall 144
GREEK 1104 101   5/17/2022      7:00 PM   Goldwin Smith Hall 144
GREEK 2103 001   5/14/2022      9:00 AM   McGraw Hall 365
GREEK 3120 101   5/16/2022      7:00 PM   Goldwin Smith Hall 156
GREEK 4411 001   5/19/2022     12:00 PM   Final Deliverable due
GREEK 5112 101   5/18/2022      9:00 AM   Goldwin Smith Hall 144
GREEK 5114 101   5/17/2022      7:00 PM   Goldwin Smith Hall 144
GREEK 5123 101   5/14/2022      9:00 AM   McGraw Hall 365
GREEK 5130 101   5/16/2022      7:00 PM   Goldwin Smith Hall 156
GREEK 6102 001   5/16/2022      7:00 PM   Uris Hall G44
GREEK 7411 001   5/19/2022     12:00 PM   Final Deliverable due

HADM 1150 001    5/18/2022      2:00 PM   Statler Hall 365 - BIN computer lab
HADM 1150 002    5/18/2022      2:00 PM   Statler Hall 365 - BIN computer lab
HADM 1150 003    5/16/2022      4:30 PM   Final Deliverable due
HADM 1210 001    5/14/2022      9:00 AM   Statler Hall 198, 396, 398
HADM 1210 002    5/14/2022      9:00 AM   Statler Hall 198, 396, 398
HADM 1350 001    5/17/2022      7:00 PM   Uris Hall G01
HADM 1350 002    5/17/2022      7:00 PM   Uris Hall G01
HADM 1360 001    5/16/2022      4:30 PM   Final Deliverable due
HADM 1360 002    5/16/2022      4:30 PM   Final Deliverable due
HADM 1360 003    5/16/2022      4:30 PM   Final Deliverable due
HADM 1410 001    5/17/2022      9:00 AM   Kennedy Hall 116 Call Aud
HADM 1410 002    5/17/2022      9:00 AM   Kennedy Hall 116 Call Aud
HADM 1410 003    5/17/2022      9:00 AM   Kennedy Hall 116 Call Aud
HADM 1650 001    5/16/2022      4:30 PM   Final Deliverable due
HADM 1650 002    5/19/2022      4:30 PM   Final Deliverable due
HADM 1650 003    5/18/2022     12:00 PM   Final Deliverable due
HADM 1650 004    5/18/2022      4:30 PM   Final Deliverable due
HADM 1650 005    5/18/2022      4:30 PM   Final Deliverable due
HADM 1650 006    5/16/2022     12:00 PM   Final Deliverable due
HADM 1650 007    5/19/2022      4:30 PM   Final Deliverable due
HADM 1740 401    5/19/2022      7:00 PM   Statler Hall 365 - BIN computer lab
HADM 1740 402    5/16/2022      7:00 PM   Statler Hall 365 - BIN computer lab
HADM 2010 001    5/15/2022      7:00 PM   Statler Hall 165, 398
HADM 2010 002    5/15/2022      7:00 PM   Statler Hall 165, 398
HADM 2210 001    5/16/2022      9:00 AM   Statler Hall 185
HADM 2210 002    5/16/2022      9:00 AM   Statler Hall 185
HADM 2220 001    5/19/2022      9:00 AM   Barton Hall 100 West
HADM 2220 002    5/19/2022      9:00 AM   Barton Hall 100 West
HADM 2230 001    5/15/2022      7:00 PM   Statler Hall 185
HADM 2230 002    5/15/2022      7:00 PM   Statler Hall 185
HADM 2250 001    5/17/2022      7:00 PM   Statler Hall 185, Statler Hall 196
HADM 2250 002    5/17/2022      7:00 PM   Statler Hall 185, Statler Hall 196
HADM 2250 003    5/17/2022      7:00 PM   Goldwin Smith Hall G64 Kau Aud, Klarman Hall KG70
HADM 2250 004    5/17/2022      7:00 PM   Goldwin Smith Hall G64 Kau Aud, Klarman Hall KG70
HADM 2360 001    5/20/2022      2:00 PM   Statler Hall 185
HADM 2360 002    5/20/2022      2:00 PM   Statler Hall 185
HADM 2410 001    5/19/2022      7:00 PM   Phillips Hall 101
HADM 2410 002    5/14/2022      9:00 AM   Ives Hall 305
HADM 2430 001    5/18/2022     12:00 PM   Final Deliverable due
HADM 2430 002    5/15/2022      2:00 PM   Statler Hall 265
HADM 2550 001    5/17/2022      2:00 PM   Ives Hall 305
HADM 2550 002    5/17/2022      2:00 PM   Ives Hall 305
HADM 2740 401    5/19/2022      7:00 PM   Statler Hall 365 - BIN computer lab
HADM 2740 402    5/16/2022      7:00 PM   Statler Hall 365 - BIN computer lab
HADM 2810 001    5/19/2022      4:30 PM   Final Deliverable due
HADM 2810 002    5/19/2022      4:30 PM   Final Deliverable due
HADM 3010 001    5/15/2022      2:00 PM   Ives Hall 305
HADM 3010 002    5/15/2022      2:00 PM   Ives Hall 305
HADM 3121 001    5/19/2022     12:00 PM   Final Deliverable due
HADM 3210 001    5/18/2022      7:00 PM   Goldwin Smith Hall G76 Lewis
HADM 3210 002    5/18/2022      7:00 PM   Goldwin Smith Hall G76 Lewis
HADM 3340 001    5/18/2022      4:30 PM   Final Deliverable due
HADM 3350 001    5/17/2022     12:00 PM   Final Deliverable due
HADM 3365 001    5/17/2022      7:00 PM   Statler Hall 165
HADM 3470 001    5/16/2022      4:30 PM   Final Deliverable due
HADM 3510 001    5/16/2022     12:00 PM   Final Deliverable due
HADM 3550 001    5/19/2022      4:30 PM   Final Deliverable due
HADM 3550 002    5/19/2022      4:30 PM   Final Deliverable due
HADM 3650 001    5/19/2022      4:30 PM   Final Deliverable due
HADM 3650 002    5/19/2022      4:30 PM   Final Deliverable due
HADM 3650 003    5/18/2022     12:00 PM   Final Deliverable due
HADM 3650 004    5/18/2022      4:30 PM   Final Deliverable due
HADM 3650 005    5/16/2022     12:00 PM   Final Deliverable due
HADM 3650 006    5/18/2022     12:00 PM   Final Deliverable due
HADM 3650 007    5/18/2022      4:30 PM   Final Deliverable due
HADM 3740 001    5/18/2022      4:30 PM   Final Deliverable due
HADM 3870 001    5/21/2022      9:00 AM   Statler Hall 185
HADM 3880 001    5/18/2022      9:00 AM   Statler Hall 398
HADM 3960 001    5/18/2022     12:00 PM   Final Deliverable due
HADM 4130 001    5/18/2022      4:30 PM   Final Deliverable due
HADM 4140 001    5/19/2022      4:30 PM   Final Deliverable due
HADM 4145 001    5/16/2022     12:00 PM   Final Deliverable due
HADM 4190 001    5/17/2022     12:00 PM   Final Deliverable due
HADM 4200 001    5/19/2022      7:00 PM   Ives Hall 105
HADM 4205 001    5/19/2022      4:30 PM   Final Deliverable due
HADM 4255 001    5/19/2022      2:00 PM   Statler Hall 165
HADM 4280 001    5/18/2022      7:00 PM   Ives Hall 305
HADM 4280 002    5/18/2022      7:00 PM   Ives Hall 305
HADM 4300 001    5/16/2022      7:00 PM   Online Exam
HADM 4310 001    5/19/2022     12:00 PM   Final Deliverable due
HADM 4320 001    5/18/2022      4:30 PM   Final Deliverable due
HADM 4375 001    5/19/2022      2:00 PM   Statler Hall 265
HADM 4410 001    5/19/2022      4:30 PM   Final Deliverable due
HADM 4410 002    5/19/2022      4:30 PM   Final Deliverable due
HADM 4410 003    5/17/2022     12:00 PM   Final Deliverable due
HADM 4410 004    5/17/2022     12:00 PM   Final Deliverable due
HADM 4430 001    5/16/2022     12:00 PM   Final Deliverable due
HADM 4432 001    5/16/2022      4:30 PM   Final Deliverable due
HADM 4432 002    5/18/2022     12:00 PM   Final Deliverable due
HADM 4435 001    5/19/2022      4:30 PM   Final Deliverable due
HADM 4440 001    5/19/2022     12:00 PM   Final Deliverable due
HADM 4490 001    5/19/2022      7:00 PM   Statler Hall 165
HADM 4500 001    5/16/2022     12:00 PM   Final Deliverable due
HADM 4515 001    5/19/2022      4:30 PM   Final Deliverable due
HADM 4530 001    5/18/2022     12:00 PM   Final Deliverable due
HADM 4760 001    5/14/2022      2:00 PM   Statler Hall 365 - BIN computer lab
HADM 4770 003    5/16/2022     12:00 PM   Final Deliverable due
HADM 4800 001    5/19/2022      2:00 PM   Statler Hall 398
HADM 4870 001    5/14/2022      2:00 PM   Statler Hall 265
HADM 4910 001    5/19/2022      4:30 PM   Final Deliverable due
HADM 5121 001    5/19/2022     12:00 PM   Final Deliverable due
HADM 5760 001    5/14/2022      2:00 PM   Statler Hall 365 - BIN computer lab
HADM 6130 001    5/18/2022      4:30 PM   Final Deliverable due
HADM 6140 001    5/19/2022      4:30 PM   Final Deliverable due
HADM 6145 001    5/16/2022     12:00 PM   Final Deliverable due
HADM 6190 001    5/17/2022     12:00 PM   Final Deliverable due
HADM 6200 001    5/19/2022      7:00 PM   Ives Hall 105
HADM 6205 001    5/18/2022     12:00 PM   Final Deliverable due
HADM 6240 001    5/16/2022     12:00 PM   Final Deliverable due
HADM 6255 001    5/19/2022      2:00 PM   Statler Hall 165
HADM 6280 001    5/18/2022      7:00 PM   Ives Hall 305
HADM 6280 002    5/18/2022      7:00 PM   Ives Hall 305
HADM 6430 001    5/16/2022     12:00 PM   Final Deliverable due
HADM 6432 001    5/16/2022      4:30 PM   Final Deliverable due
HADM 6432 002    5/18/2022     12:00 PM   Final Deliverable due
HADM 6435 001    5/19/2022      4:30 PM   Final Deliverable due
HADM 6440 001    5/19/2022     12:00 PM   Final Deliverable due
HADM 6470 001    5/16/2022      4:30 PM   Final Deliverable due
HADM 6490 001    5/19/2022      7:00 PM   Statler Hall 165
HADM 6500 001    5/16/2022     12:00 PM   Final Deliverable due
HADM 6510 001    5/16/2022     12:00 PM   Final Deliverable due
HADM 6530 001    5/18/2022     12:00 PM   Final Deliverable due
HADM 6740 001    5/18/2022      7:00 PM   Statler Hall 365 - BIN computer lab
HADM 6770 003    5/16/2022     12:00 PM   Final Deliverable due
HADM 6800 001    5/19/2022      2:00 PM   Statler Hall 398
HADM 6870 001    5/14/2022      2:00 PM   Statler Hall 265
HADM 7240 001    5/14/2022      9:00 AM   Statler Hall 196
HADM 7272 001    5/18/2022     12:00 PM   Final Deliverable due
HADM 7510 001    5/20/2022     12:00 PM   Final Deliverable due
HADM 7820 001    5/16/2022      4:30 PM   Final Deliverable due
HADM 7950 001    5/19/2022      4:30 PM   Final Deliverable due
HADM 7960 101    5/18/2022     12:00 PM   Final Deliverable due
HADM 9320 001    5/16/2022     12:00 PM   Final Deliverable due

HD 1170 001      5/16/2022      9:00 AM   Kennedy Hall 116 Call Aud
HD 2940 001      5/16/2022     12:00 PM   Final Deliverable due
HD 3210 001      5/19/2022      4:30 PM   Final Deliverable due
HD 3530 001      5/19/2022      2:00 PM   Savage Hall 200
HD 3620 001      5/14/2022      9:00 AM   Online Exam
HD 3700 001      5/14/2022      9:00 AM   Rockefeller Hall 201 Schwartz Aud
HD 4210 101      5/16/2022      7:00 PM   Online Exam
HD 4380 101      5/19/2022      4:30 PM   Final Deliverable due
HD 4490 101      5/19/2022      4:30 PM   Final Deliverable due
HD 4790 101      5/18/2022      4:30 PM   Final Deliverable due

HEBRW 2100 101   5/17/2022      4:30 PM   Final Deliverable due
HEBRW 3102 101   5/18/2022     12:00 PM   Final Deliverable due
HEBRW 4102 101   5/17/2022      4:30 PM   Final Deliverable due
HEBRW 6102 101   5/17/2022      4:30 PM   Final Deliverable due

HINDI 1102 001   5/20/2022      2:00 PM   Rockefeller Hall 128
HINDI 2204 001   5/17/2022      2:00 PM   Rockefeller Hall B15

HIST 1200 101    5/19/2022      4:30 PM   Final Deliverable due
HIST 1200 102    5/19/2022      4:30 PM   Final Deliverable due
HIST 1200 103    5/19/2022      4:30 PM   Final Deliverable due
HIST 1200 104    5/18/2022     12:00 PM   Final Deliverable due
HIST 1200 105    5/19/2022      4:30 PM   Final Deliverable due
HIST 1200 107    5/18/2022     12:00 PM   Final Deliverable due
HIST 1200 108    5/16/2022     12:00 PM   Final Deliverable due
HIST 1301 101    5/16/2022     12:00 PM   Final Deliverable due
HIST 1431 101    5/16/2022      4:30 PM   Final Deliverable due
HIST 1511 001    5/14/2022      2:00 PM   Goldwin Smith Hall G22
HIST 1540 001    5/16/2022      9:00 AM   Uris Hall G01
HIST 1620 001    5/16/2022     12:00 PM   Final Deliverable due
HIST 1622 001    5/16/2022      2:00 PM   McGraw Hall 165
HIST 1740 001    5/16/2022     12:00 PM   Final Deliverable due
HIST 1820 001    5/17/2022     12:00 PM   Final Deliverable due
HIST 1951 001    5/18/2022      4:30 PM   Final Deliverable due
HIST 2025 101    5/16/2022     12:00 PM   Final Deliverable due
HIST 2091 101    5/16/2022     12:00 PM   Final Deliverable due
HIST 2208 101    5/16/2022     12:00 PM   Final Deliverable due
HIST 2307 101    5/18/2022     12:00 PM   Final Deliverable due
HIST 2391 101    5/19/2022      4:30 PM   Final Deliverable due
HIST 2512 001    5/18/2022      4:30 PM   Final Deliverable due
HIST 2541 001    5/16/2022     12:00 PM   Final Deliverable due
HIST 2560 001    5/19/2022      4:30 PM   Final Deliverable due
HIST 2581 001    5/19/2022      4:30 PM   Final Deliverable due
HIST 2674 001    5/19/2022      4:30 PM   Final Deliverable due
HIST 2689 001    5/20/2022      2:00 PM   Goldwin Smith Hall 142
HIST 2712 001    5/16/2022      4:30 PM   Final Deliverable due
HIST 2721 001    5/17/2022      4:30 PM   Final Deliverable due
HIST 2750 001    5/19/2022      4:30 PM   Final Deliverable due
HIST 2815 001    5/19/2022      4:30 PM   Final Deliverable due
HIST 2932 001    5/19/2022      4:30 PM   Final Deliverable due
HIST 2958 001    5/21/2022      9:00 AM   Uris Hall 202
HIST 3181 001    5/16/2022     12:00 PM   Final Deliverable due
HIST 3200 001    5/18/2022     12:00 PM   Final Deliverable due
HIST 3405 001    5/14/2022      2:00 PM   Ives Hall 108
HIST 3519 001    5/18/2022     12:00 PM   Final Deliverable due
HIST 3626 001    5/15/2022      2:00 PM   Goldwin Smith Hall G64 Kau Aud
HIST 3870 001    5/18/2022     12:00 PM   Final Deliverable due
HIST 4155 101    5/19/2022      4:30 PM   Final Deliverable due
HIST 4168 101    5/16/2022     12:00 PM   Final Deliverable due
HIST 4195 101    5/19/2022     12:00 PM   Final Deliverable due
HIST 4231 101    5/20/2022      2:00 PM   White Hall 110
HIST 4361 101    5/16/2022     12:00 PM   Final Deliverable due
HIST 4634 101    5/18/2022     12:00 PM   Final Deliverable due
HIST 4653 101    5/16/2022     12:00 PM   Final Deliverable due
HIST 4669 101    5/17/2022      4:30 PM   Final Deliverable due
HIST 4742 101    5/19/2022     12:00 PM   Final Deliverable due
HIST 4773 101    5/17/2022      4:30 PM   Final Deliverable due
HIST 4851 101    5/16/2022     12:00 PM   Final Deliverable due
HIST 6000 101    5/19/2022     12:00 PM   Final Deliverable due
HIST 6065 101    5/18/2022     12:00 PM   Final Deliverable due
HIST 6155 101    5/19/2022      4:30 PM   Final Deliverable due
HIST 6168 101    5/16/2022     12:00 PM   Final Deliverable due
HIST 6195 101    5/19/2022     12:00 PM   Final Deliverable due
HIST 6202 101    5/16/2022     12:00 PM   Final Deliverable due
HIST 6338 101    5/19/2022      4:30 PM   Final Deliverable due
HIST 6361 101    5/16/2022     12:00 PM   Final Deliverable due
HIST 6634 101    5/18/2022     12:00 PM   Final Deliverable due
HIST 6653 101    5/16/2022     12:00 PM   Final Deliverable due
HIST 6669 101    5/17/2022      4:30 PM   Final Deliverable due
HIST 6742 101    5/19/2022     12:00 PM   Final Deliverable due
HIST 6773 101    5/17/2022      4:30 PM   Final Deliverable due
HIST 6851 101    5/16/2022     12:00 PM   Final Deliverable due

ILRHR 2600 003   5/19/2022      9:00 AM   Rockefeller Hall 201 Schwartz Aud
ILRHR 2630 101   5/19/2022      4:30 PM   Final Deliverable due
ILRHR 2640 101   5/16/2022     12:00 PM   Final Deliverable due
ILRHR 3650 001   5/16/2022      4:30 PM   Final Deliverable due
ILRHR 4607 001   5/19/2022      9:00 AM   Ives Hall 219
ILRHR 5607 001   5/18/2022      7:00 PM   Ives Hall 105
ILRHR 5665 001   5/19/2022      4:30 PM   Final Deliverable due
ILRHR 5690 001   5/18/2022      4:30 PM   Final Deliverable due
ILRHR 6400 001   5/18/2022      4:30 PM   Final Deliverable due

ILRIC 3325 001   5/16/2022     12:00 PM   Final Deliverable due
ILRIC 3385 001   5/19/2022      2:00 PM   Ives Hall 115
ILRIC 5325 001   5/16/2022     12:00 PM   Final Deliverable due
ILRIC 5385 001   5/19/2022      2:00 PM   Ives Hall 115
ILRIC 6350 001   5/14/2022      2:00 PM   Ives Hall 115

ILRID 4675 101   5/18/2022     12:00 PM   Final Deliverable due
ILRID 6675 101   5/18/2022     12:00 PM   Final Deliverable due

ILRLE 2400 001   5/17/2022      9:00 AM   Ives Hall 305
ILRLE 2400 002   5/17/2022      9:00 AM   Ives Hall 305
ILRLE 2400 003   5/15/2022      2:00 PM   Ives Hall 111
ILRLE 2400 004   5/17/2022      2:00 PM   Ives Hall 105
ILRLE 3440 001   5/15/2022      2:00 PM   Malott Hall 253
ILRLE 4430 001   5/16/2022      9:00 AM   Statler Hall 398
ILRLE 5400 001   5/16/2022      7:00 PM   Statler Hall 265

ILRLR 1100 001   5/14/2022      2:00 PM   Ives Hall 105
ILRLR 1100 002   5/20/2022      2:00 PM   Ives Hall 105
ILRLR 1100 003   5/15/2022      2:00 PM   Malott Hall 251
ILRLR 1845 001   5/16/2022      9:00 AM   Uris Hall G01
ILRLR 2010 002   5/16/2022      9:00 AM   Ives Hall 305
ILRLR 2050 001   5/16/2022     12:00 PM   Final Deliverable due
ILRLR 2050 002   5/16/2022     12:00 PM   Final Deliverable due
ILRLR 2050 003   5/19/2022      2:00 PM   Ives Hall 105
ILRLR 2050 004   5/19/2022      2:00 PM   Ives Hall 105
ILRLR 2050 005   5/18/2022     12:00 PM   Final Deliverable due
ILRLR 2060 102   5/18/2022      4:30 PM   Final Deliverable due
ILRLR 2070 101   5/18/2022      4:30 PM   Final Deliverable due
ILRLR 3055 001   5/19/2022     12:00 PM   Final Deliverable due
ILRLR 3300 001   5/20/2022      9:00 AM   Ives Hall 305
ILRLR 3830 001   5/19/2022     12:00 PM   Final Deliverable due
ILRLR 3870 001   5/18/2022     12:00 PM   Final Deliverable due
ILRLR 4012 001   5/18/2022      2:00 PM   Ives Hall 111
ILRLR 4019 001   5/19/2022      4:30 PM   Final Deliverable due
ILRLR 4027 001   5/18/2022      4:30 PM   Final Deliverable due
ILRLR 4033 001   5/19/2022     12:00 PM   Final Deliverable due
ILRLR 4035 001   5/19/2022     12:00 PM   Final Deliverable due
ILRLR 4066 001   5/19/2022      4:30 PM   Final Deliverable due
ILRLR 4880 001   5/16/2022      9:00 AM   Ives Hall 109
ILRLR 5010 001   5/14/2022      9:00 AM   Statler Hall 265
ILRLR 6012 001   5/18/2022      2:00 PM   Ives Hall 111
ILRLR 6019 001   5/19/2022      4:30 PM   Final Deliverable due
ILRLR 6027 001   5/18/2022      4:30 PM   Final Deliverable due
ILRLR 6066 001   5/19/2022      4:30 PM   Final Deliverable due
ILRLR 6300 001   5/20/2022      9:00 AM   Ives Hall 305

ILROB 1220 001   5/14/2022      2:00 PM   Ives Hall 305
ILROB 3240 001   5/19/2022      4:30 PM   Final Deliverable due
ILROB 3240 002   5/18/2022     12:00 PM   Final Deliverable due
ILROB 3260 001   5/18/2022      4:30 PM   Final Deliverable due
ILROB 3760 001   5/16/2022     12:00 PM   Final Deliverable due
ILROB 4260 001   5/18/2022      4:30 PM   Final Deliverable due
ILROB 4795 001   5/19/2022     12:00 PM   Final Deliverable due
ILROB 5260 001   5/19/2022      4:30 PM   Final Deliverable due
ILROB 5275 001   5/19/2022     12:00 PM   Final Deliverable due
ILROB 5285 001   5/18/2022      4:30 PM   Final Deliverable due
ILROB 5790 001   5/18/2022     12:00 PM   Final Deliverable due
ILROB 6265 001   5/16/2022     12:00 PM   Final Deliverable due
ILROB 7235 001   5/18/2022      4:30 PM   Final Deliverable due

ILRST 2100 001   5/15/2022      2:00 PM   Barton Hall 100 Center, Barton Hall 100 East
ILRST 2110 001   5/15/2022      2:00 PM   Statler Hall 165
ILRST 2130 001   5/18/2022      2:00 PM   Ives Hall 115
ILRST 3080 001   5/18/2022      9:00 AM   Ives Hall 105
ILRST 3110 001   5/18/2022      9:00 AM   Ives Hall 305
ILRST 4140 001   5/16/2022      7:00 PM   Warren Hall 175
ILRST 4550 001   5/18/2022      12:00 PM  Final Deliverable due
ILRST 5110 001   5/15/2022      2:00 PM   Statler Hall 165

INDO 1122 101    5/20/2022      2:00 PM   Rockefeller Hall B15
INDO 2202 101    5/16/2022      7:00 PM   Uris Hall 331
INDO 4402 101    5/19/2022     12:00 PM   Final Deliverable due

INFO 1260 001    5/18/2022      9:00 AM   Barton Hall 100 Center, Barton Hall 100 East, Barton Hall 100 West
INFO 1380 001    5/14/2022      2:00 PM   Hollister Hall B14
INFO 2450 001    5/16/2022      9:00 AM   Statler Hall 196
INFO 2750 001    5/18/2022     12:00 PM   Final Deliverable due
INFO 3140 001    5/16/2022      9:00 AM   Statler Hall 265
INFO 3450 001    5/18/2022      4:30 PM   Final Deliverable due
INFO 4220 001    5/16/2022      9:00 AM   Goldwin Smith Hall G64 Kau Aud, Klarman Hall KG70
